factor,next_day_realized_variance,next_day_open_to_close_abs_return,next_day_close_price,next_day_total_volume,next_day_realized_volatility,next_day_close_to_close_abs_return,next_day_abnormal_volume_score,next_day_pinning_distance
total_open_interest_weighted_gamma,0.030075187969924807,0.15789473684210525,-0.007518796992481202,-0.006015037593984962,0.030075187969924807,0.13834586466165413,0.11428571428571428,0.045112781954887216
near_spot_gamma_mass_share,0.11278195488721804,-0.22105263157894736,0.32481203007518794,-0.21954887218045113,0.11278195488721804,-0.18045112781954886,-0.048120300751879695,0.1744360902255639
front_expiry_gamma_mass_share,-0.2300751879699248,0.02857142857142857,0.3699248120300751,-0.06917293233082707,-0.2300751879699248,-0.04962406015037594,0.11729323308270674,0.20150375939849624
largest_gamma_mass_strike_distance,0.03609022556390977,-0.14586466165413534,-0.30225563909774433,0.04210526315789473,0.03609022556390977,-0.09924812030075188,-0.03157894736842105,0.12932330827067667
call_put_gamma_mass_imbalance,-0.022556390977443608,-0.24962406015037594,0.6842105263157895,-0.21954887218045113,-0.022556390977443608,-0.2571428571428572,0.06766917293233082,0.14887218045112782
gamma_mass_concentration_index,-0.16842105263157892,0.0,0.20601503759398496,-0.012030075187969924,-0.16842105263157892,0.03308270676691729,0.15488721804511277,-0.003007518796992481
